QuestionId,QuestionTitle,QuestionBody,Tags,AnswerId,AnswerBody
"3040833","How do I stash only one file out of multiple files that have changed?","<p>How do I stash only one of the multiple changed files on my branch?</p>
","<git><git-stash>","17969785","<pre><code>git stash push -p -m &quot;my commit message&quot;
</code></pre>
<p><code>-p</code> let's you select the hunks that should be stashed; whole files can be selected as well.</p>
<p>You'll be prompted with a few actions for each hunk:</p>
<pre><code>   y - stash this hunk
   n - do not stash this hunk
   q - quit; do not stash this hunk or any of the remaining ones
   a - stash this hunk and all later hunks in the file
   d - do not stash this hunk or any of the later hunks in the file
   g - select a hunk to go to
   / - search for a hunk matching the given regex
   j - leave this hunk undecided, see next undecided hunk
   J - leave this hunk undecided, see next hunk
   k - leave this hunk undecided, see previous undecided hunk
   K - leave this hunk undecided, see previous hunk
   s - split the current hunk into smaller hunks
   e - manually edit the current hunk
   ? - print help
</code></pre>
"
"1519006","How do I create a remote Git branch?","<p>I created a local branch. How do I push it to the remote server?</p>
<p><strong>UPDATE: I have written a <a href=""https://stackoverflow.com/a/27185855/109305"">simpler answer for Git 2.0 here</a>.</strong></p>
","<git><branch><git-branch>","27185855","<h2>Simple Git 2.0+ solution:</h2>
<p>As of <strong>Git 2.0, the behavior has become simpler</strong>:</p>
<p>You can configure git with <strong><code>push.default = current</code></strong> to make life easier:</p>
<p>I added this so now I can just push a new branch upstream with</p>
<pre><code>$ git push -u
</code></pre>
<p><code>-u</code> will track remote branch of the same name. Now with this configuration, you will auto-guess the remote reference to git push. From <a href=""http://git-scm.com/docs/git-config"" rel=""noreferrer"">git.config documentation</a>:</p>
<blockquote>
<p><strong>push.default</strong></p>
<p>Defines the action git push should take if no refspec is explicitly given.</p>
<p><strong><code>push.default = current</code></strong> - push the current branch to update a branch with the
same name on the receiving end. Works in both central and non-central workflows.</p>
</blockquote>
<p>For me, this is a good simplification of my day-to-day Git workflow. The configuration setting takes care of the 'usual' use case where you add a branch locally and want to create it remotely. Also, I can just as easily create local branches from remotes by just doing <code>git co remote_branch_name</code> (as opposed to using <code>--set-upstream-to</code> flag).</p>
<p>I know this question and the accepted answers are rather old, but the behavior has changed so that now configuration options exist to make your workflow simpler.</p>
<p>To add to your global Git configuration, run this on the command line:</p>
<pre><code>$ git config --global push.default current
</code></pre>
"
"1085162","Commit only part of a file's changes in Git","<p>When I make changes to a file in Git, how can I commit only some of the changes?</p>

<p>For example, how could I commit only 15 lines out of 30 lines that have been changed in a file?</p>
","<git><git-commit>","1085191","<p>You can use:</p>
<pre class=""lang-bash prettyprint-override""><code>git add --patch &lt;filename&gt;
</code></pre>
<p>or for short:</p>
<pre class=""lang-bash prettyprint-override""><code>git add -p &lt;filename&gt;
</code></pre>
<p>Git will break down your file into what it thinks are sensible &quot;hunks&quot; (portions of the file). It will then prompt you with this question:</p>
<pre><code>Stage this hunk [y,n,q,a,d,/,j,J,g,s,e,?]?
</code></pre>
<p>Here is a description of each option:</p>
<ul>
<li><kbd>y</kbd> stage this hunk for the next commit</li>
<li><kbd>n</kbd> do not stage this hunk for the next commit</li>
<li><kbd>q</kbd> quit; do not stage this hunk or any of the remaining hunks</li>
<li><kbd>a</kbd> stage this hunk and all later hunks in the file</li>
<li><kbd>d</kbd> do not stage this hunk or any of the later hunks in the file</li>
<li><kbd>g</kbd> select a hunk to go to</li>
<li><kbd>/</kbd> search for a hunk matching the given regex</li>
<li><kbd>j</kbd> leave this hunk undecided, see next undecided hunk</li>
<li><kbd>J</kbd> leave this hunk undecided, see next hunk</li>
<li><kbd>k</kbd> leave this hunk undecided, see previous undecided hunk</li>
<li><kbd>K</kbd> leave this hunk undecided, see previous hunk</li>
<li><kbd>s</kbd> split the current hunk into smaller hunks</li>
<li><kbd>e</kbd> manually edit the current hunk
<ul>
<li>You can then edit the hunk manually by replacing <code>+</code>/<code>-</code> by <code>#</code> (thanks <a href=""https://stackoverflow.com/users/1732521/veksen"">veksen</a>)</li>
</ul>
</li>
<li><kbd>?</kbd> print hunk help</li>
</ul>
<p>If the file is not in the repository yet, you can first do <code>git add -N &lt;filename&gt;</code>. Afterwards you can go on with <code>git add -p &lt;filename&gt;</code>.</p>
<p>Afterwards, you can use:</p>
<ul>
<li><code>git diff --staged</code> to check that you staged the correct changes</li>
<li><code>git reset -p</code> to unstage mistakenly added hunks</li>
<li><code>git commit -v</code> to view your commit while you edit the commit message.</li>
</ul>
<p>Note this is far different than the <code>git format-patch</code> command, whose purpose is to parse commit data into a <code>.patch</code> files.</p>
<p>Reference for future: <a href=""https://git-scm.com/book/en/v2/Git-Tools-Interactive-Staging"" rel=""noreferrer"">Git Tools - Interactive Staging</a></p>
"
"424071","How do I list all the files in a commit?","<p>How can I print a plain list of all files that were part of a given commit?</p>
<p>Although the following lists the files, it also includes unwanted diff information for each:</p>
<pre><code>git show a303aa90779efdd2f6b9d90693e2cbbbe4613c1d
</code></pre>
","<git><git-show>","424142","<p><strong>Preferred Way</strong> (because it's a <em>plumbing</em> command; meant to be programmatic):</p>
<pre><code>$ git diff-tree --no-commit-id --name-only bd61ad98 -r
index.html
javascript/application.js
javascript/ie6.js
</code></pre>
<p><strong>Another Way</strong> (less preferred for scripts, because it's a <em>porcelain</em> command; meant to be user-facing)</p>
<pre><code>$ git show --pretty=&quot;&quot; --name-only bd61ad98    
index.html
javascript/application.js
javascript/ie6.js
</code></pre>
<hr />
<ul>
<li>The <code>--no-commit-id</code> suppresses the commit ID output.</li>
<li>The <code>--pretty</code> argument specifies an empty format string to avoid the cruft at the beginning.</li>
<li>The <code>--name-only</code> argument shows only the file names that were affected (Thanks Hank). Use <code>--name-status</code> instead, if you want to see what happened to each file (<strong>D</strong>eleted, <strong>M</strong>odified, <strong>A</strong>dded)</li>
<li>The <code>-r</code> argument is to recurse into sub-trees</li>
</ul>
"
"8467424","Echo newline in Bash prints literal \n","<p>How do I print a newline? This merely prints <code>\n</code>:</p>
<pre><code>echo -e &quot;Hello,\nWorld!&quot;
</code></pre>
<p>Output:</p>
<pre class=""lang-none prettyprint-override""><code>Hello,\nWorld!
</code></pre>
","<bash><echo><newline>","8467449","<p>Use <code>printf</code> instead:</p>
<pre><code>printf &quot;hello\nworld\n&quot;
</code></pre>
<p><code>printf</code> behaves more consistently across different environments than <code>echo</code>.</p>
"
"229551","How to check if a string contains a substring in Bash","<p>I have a string in Bash:</p>
<pre class=""lang-sh prettyprint-override""><code>string=&quot;My string&quot;
</code></pre>
<p>How can I test if it contains another string?</p>
<pre class=""lang-sh prettyprint-override""><code>if [ $string ?? 'foo' ]; then
  echo &quot;It's there!&quot;
fi
</code></pre>
<p>Where <code>??</code> is my unknown operator. Do I use <code>echo</code> and <code>grep</code>?</p>
<pre class=""lang-sh prettyprint-override""><code>if echo &quot;$string&quot; | grep 'foo'; then
  echo &quot;It's there!&quot;
fi
</code></pre>
<p>That looks a bit clumsy.</p>
","<string><bash><shell><substring><sh>","229606","<p>You can use <a href=""https://stackoverflow.com/a/229585/3755692"">Marcus's answer (* wildcards)</a> outside a case statement, too, if you use double brackets:</p>

<pre><code>string='My long string'
if [[ $string == *""My long""* ]]; then
  echo ""It's there!""
fi
</code></pre>

<p>Note that spaces in the needle string need to be placed between double quotes, and the <code>*</code> wildcards should be outside. Also note that a simple comparison operator is used (i.e. <code>==</code>), not the regex operator <code>=~</code>.</p>
"
"5195859","How do you push a tag to a remote repository using Git?","<p>I added a tag to the master branch on my machine:</p>
<pre><code>git tag mytag master
</code></pre>
<p>How do I push this to the remote repository? Running <code>git push</code> gives the message:</p>
<blockquote>
<p>Everything up-to-date</p>
</blockquote>
<p>However, the remote repository does not contain my tag.</p>
","<git><git-push><git-tag>","13051597","<p>To push specific, one tag do following
<code>git push origin tag_name</code></p>
"
"4181703","How to concatenate string variables in Bash","<p>In PHP, strings are concatenated together as follows:</p>
<pre><code>$foo = &quot;Hello&quot;;
$foo .= &quot; World&quot;;
</code></pre>
<p>Here, <code>$foo</code> becomes <code>&quot;Hello World&quot;</code>.</p>
<p>How is this accomplished in Bash?</p>
","<bash><shell><syntax><concatenation><string-concatenation>","4181721","<pre><code>foo=""Hello""
foo=""${foo} World""
echo ""${foo}""
&gt; Hello World
</code></pre>

<p>In general to concatenate two variables you can just write them one after another:</p>

<pre><code>a='Hello'
b='World'
c=""${a} ${b}""
echo ""${c}""
&gt; Hello World
</code></pre>
"
"52522565","Git is not working after macOS update (""xcrun: error: invalid active developer path (/Library/Developer/CommandLineTools"")","<p>I updated to the latest OS, and/or restarted my computer (this happens on every major update, but this time all I did was restart my computer on 2022-09-13).</p>
<p>This morning I navigated to my work's codebase in the command line on my <a href=""https://en.wikipedia.org/wiki/MacBook_Pro"" rel=""noreferrer"">MacBook Pro</a>, typed in &quot;git status&quot; in the repository and received an error:</p>
<p>(In 9/2022, this error was much different, but I didn't capture it)</p>
<blockquote>
<p>xcrun: error: invalid active developer path (/Library/Developer/CommandLineTools), missing xcrun at: /Library/Developer/CommandLineTools/usr/bin/xcrun</p>
</blockquote>
<p>Git will not work!</p>
<p>How do I fix Git, and the command-line tools?</p>
","<xcode><git><macos><command-line><terminal>","52522566","<p>The problem is that Xcode Command-line Tools needs to be updated due to a MacOs update.</p>
<ul>
<li>Did not run into this on Sonoma.
<ul>
<li>Maybe Apple fixed the process?</li>
</ul>
</li>
<li>Updated for Ventura</li>
</ul>
<p>After opening the terminal after restarting, I tried to go to my code, and do a <code>git status</code>, and I got an error and prompt for command line software agreement:</p>
<p>So press space until you get to the <code>[agree, print, cancel]</code> option, so careful hit space to scroll down to the end, if you blow past It you have to run a command to get it back. Use <code>sudo xcodebuild -license</code> to get to it again.</p>
<p>Just be careful on scrolling down and enter <code>agree</code> and press return and it will launch into an update.</p>
<p><a href=""https://i.sstatic.net/Jm3iY.png"" rel=""noreferrer""><img src=""https://i.sstatic.net/Jm3iY.png"" alt=""Xcode software license"" /></a></p>
<p>Then I tried to use git after the install, and it prompted me to install Xcode tools again.</p>
<p>I followed my own advice from previous years (see below), and went to <a href=""https://developer.apple.com/download/more/"" rel=""noreferrer"">https://developer.apple.com/download/all</a> and downloaded
&quot;Command Line Tools for Xcode 14&quot; (You have to log in with your Apple ID and enter MFA code, so have all the devices you need for that handy. Then select &quot;Command Line Tools for Xcode 14&quot;, or if you want to get into the alphas or betas, that's up to you. But stable releases are probably the best choice for software developers.</p>
<p><a href=""https://i.sstatic.net/o7P2T.png"" rel=""noreferrer""><img src=""https://i.sstatic.net/o7P2T.png"" alt=""developer download page selection for &quot;Command Line Tools for Xcode 14&quot;"" /></a></p>
<p><strong>You have to either download the tools from CLI or the developer page and before you can use git, you need to reboot!!! Or you will get stuck in a loop of prompt &amp; downloading</strong></p>
<p>Rebooting will break the loop and complete the installation of your CLI tools <em>including</em> git so that you can get back to work</p>
<p>Solutions for previous years, these may or may not be valid these days as the downloads page has changed significantly:</p>
<p>PREVIOUS YEARS SOLUTIONS, probably #2 is most helpful.</p>
<p>*** <strong>Solution #1</strong>:</p>
<p>Go back to your terminal and enter:</p>
<pre><code>xcode-select --install
</code></pre>
<p>You'll then receive the following output:</p>
<pre><code>xcode-select: note: install requested for command line developer tools
</code></pre>
<p>You will then be prompted in a window to update Xcode Command Line tools. (which could take a while)</p>
<p>Open a new terminal window and your development tools should be returned.</p>
<p><strong>Addition:</strong> With any major or semi-major update you'll need to update the command line tools in order to get them functioning properly again. Check Xcode with any update. This goes beyond Mojave...</p>
<p><strong>After that restart your terminal</strong></p>
<p>Alternatively, <strong>IF that fails,</strong> and it might.... you'll get a pop-up box saying &quot;Software not found on server&quot;, proceed to solution 2.</p>
<p>*** <strong>Solution #2</strong>: (Preferred method)</p>
<p>If you hit <code>xcode-select --install</code> and it doesn't find the software, log into Apple Developer, and install it via webpage.</p>
<p>Log in or sign up here:</p>
<p><a href=""https://developer.apple.com/download/more/"" rel=""noreferrer"">https://developer.apple.com/download/more/</a></p>
<p>Look for: <strong>&quot;Command Line Tools for Xcode 14.x&quot;</strong> in the list of downloads
Then click the dmg and download. (See previous image above) either way, you will probably wind up at an apple downloads webpage.</p>
"
"572549","Difference between ""git add -A"" and ""git add .""","<p>What is the difference between <a href=""https://git-scm.com/docs/git-add#Documentation/git-add.txt--A"" rel=""noreferrer""><code>git add [--all | -A]</code></a> and <a href=""https://git-scm.com/docs/git-add"" rel=""noreferrer""><code>git add .</code></a>?</p>
","<git><git-add>","572660","<p><em>This answer only applies to <strong>Git version 1.x</strong>. For Git version 2.x, see other answers.</em></p>
<hr />
<p><strong>Summary:</strong></p>
<ul>
<li><p><code>git add -A</code> stages <strong>all changes</strong></p>
</li>
<li><p><code>git add .</code> stages new files and modifications, <strong>without deletions</strong> (on the current directory and its subdirectories).</p>
</li>
<li><p><code>git add -u</code> stages modifications and deletions, <strong>without new files</strong></p>
</li>
</ul>
<hr />
<p><strong>Detail:</strong></p>
<p><code>git add -A</code> is equivalent to  <code>git add .; git add -u</code>.</p>
<p>The important point about <code>git add .</code> is that it looks at the working tree and adds all those paths to the staged changes if they are either changed or are new and not ignored, it does not stage any 'rm' actions.</p>
<p><code>git add -u</code> looks at all the <em>already</em> tracked files and stages the changes to those files if they are different or if they have been removed. It does not add any new files, it only stages changes to already tracked files.</p>
<p><code>git add -A</code> is a handy shortcut for doing both of those.</p>
<p>You can test the differences out with something like this (note that for Git version 2.x your output for <code>git add .</code> <code>git status</code> <strong>will</strong> be different):</p>
<pre class=""lang-sh prettyprint-override""><code>git init
echo Change me &gt; change-me
echo Delete me &gt; delete-me
git add change-me delete-me
git commit -m initial

echo OK &gt;&gt; change-me
rm delete-me
echo Add me &gt; add-me

git status
# Changed but not updated:
#   modified:   change-me
#   deleted:    delete-me
# Untracked files:
#   add-me

git add .
git status

# Changes to be committed:
#   new file:   add-me
#   modified:   change-me
# Changed but not updated:
#   deleted:    delete-me

git reset

git add -u
git status

# Changes to be committed:
#   modified:   change-me
#   deleted:    delete-me
# Untracked files:
#   add-me

git reset

git add -A
git status

# Changes to be committed:
#   new file:   add-me
#   modified:   change-me
#   deleted:    delete-me
</code></pre>
"
"2596805","How do I make git use the editor of my choice for editing commit messages?","<p>How do I globally configure git to use a particular editor (e.g. <code>vim</code>) for commit messages?</p>
","<git><vim><emacs><editor><commit-message>","2596835","<h4>Setting the default editor for Git</h4>
<p>Pick one:</p>
<ul>
<li><p>Set <a href=""http://git-scm.com/book/en/Customizing-Git-Git-Configuration#Basic-Client-Configuration"" rel=""noreferrer""><code>core.editor</code></a> in your Git config:</p>
<pre><code>git config --global core.editor &quot;vim&quot;
</code></pre>
</li>
<li><p>Set the <a href=""http://git-scm.com/docs/git-var#_variables"" rel=""noreferrer""><code>GIT_EDITOR</code></a> environment variable:</p>
<pre><code>export GIT_EDITOR=vim
</code></pre>
</li>
</ul>
<hr />
<h4>Setting the default editor for all programs</h4>
<p>Set the standardized <code>VISUAL</code> and <code>EDITOR</code> environment variables*:</p>
<pre><code>export VISUAL=vim
export EDITOR=&quot;$VISUAL&quot;
</code></pre>
<p><strong>NOTE:</strong> Setting both is not necessarily needed, but some programs may not use the more-correct <code>VISUAL</code>. See <a href=""https://unix.stackexchange.com/questions/4859/visual-vs-editor-whats-the-difference""><code>VISUAL</code> vs. <code>EDITOR</code></a>.</p>
<hr />
<h4>Fixing compatibility issues</h4>
<p>Some editors require a <code>--wait</code> flag, or they will open a blank page. For example:</p>
<ul>
<li><p><strong>Sublime Text</strong> (if <a href=""https://stackoverflow.com/questions/25152711/subl-command-not-working-command-not-found/25154529"">correctly set up</a>; or use the full path to the executable in place of <code>subl</code>):</p>
<pre><code>export VISUAL=&quot;subl --wait&quot;
</code></pre>
</li>
<li><p><strong>VS Code</strong> (after adding the <a href=""https://stackoverflow.com/questions/29955500/code-not-working-in-command-line-for-visual-studio-code-on-osx-mac"">shell command</a>):</p>
<pre><code>export VISUAL=&quot;code --wait&quot;
</code></pre>
</li>
</ul>
"
"9339429","What does cherry-picking a commit with Git mean?","<p>What does <a href=""https://git-scm.com/docs/git-cherry-pick"" rel=""noreferrer""><code>git cherry-pick &lt;commit&gt;</code></a> do?</p>
","<git><cherry-pick><git-cherry-pick>","9339460","<p>Cherry-picking in Git means choosing a commit from one branch and applying it to another.</p>
<p>This contrasts with other ways such as <code>merge</code> and <code>rebase</code> which normally apply many commits to another branch.</p>
<p>It's also possible to <a href=""https://stackoverflow.com/questions/1670970/how-to-cherry-pick-multiple-commits"">cherry-pick multiple commits</a> but <code>merge</code> is the preferred way over cherry-picking.</p>
<ol>
<li><p>Make sure you are on the branch you want to apply the commit to.</p>
<pre><code>git switch master
</code></pre>
</li>
<li><p>Execute the following:</p>
<pre><code>git cherry-pick &lt;commit-hash&gt;
</code></pre>
</li>
</ol>
<p>N.B.:</p>
<ol>
<li><p>If you cherry-pick from a public branch, you should consider using</p>
<pre><code>git cherry-pick -x &lt;commit-hash&gt;
</code></pre>
<p>This will generate a standardized commit message. This way, you (and your co-workers) can still keep track of the origin of the commit and may avoid merge conflicts in the future.</p>
</li>
<li><p>If you have notes attached to the commit they do not follow the cherry-pick. To bring them over as well, You have to use:</p>
<pre><code>git notes copy &lt;from&gt; &lt;to&gt;
</code></pre>
</li>
</ol>
<p>Additional links:</p>
<ul>
<li><a href=""http://git-scm.com/docs/git-cherry-pick"" rel=""noreferrer"">git official guide page</a></li>
<li><a href=""https://acompiler.com/git-cherry-pick/"" rel=""noreferrer"">git cherry-pick guide</a></li>
</ul>
"
"1186535","How do I modify a specific commit?","<p>I have the following commit history:</p>
<ol>
<li><code>HEAD</code></li>
<li><code>HEAD~</code></li>
<li><code>HEAD~2</code></li>
<li><code>HEAD~3</code></li>
</ol>
<p><code>git commit --amend</code> modifies the current <code>HEAD</code> commit. But how do I modify <code>HEAD~3</code>?</p>
","<git><git-rewrite-history>","1186549","<p>Use <a href=""https://www.atlassian.com/git/tutorials/rewriting-history/git-rebase"" rel=""noreferrer""><code>git rebase</code></a>. For example, to modify commit <code>bbc643cd</code>, run:</p>
<pre class=""lang-bash prettyprint-override""><code>git rebase --interactive bbc643cd~
</code></pre>
<p>Please note the tilde <code>~</code> at the end of the command, because you need to reapply commits on top of the previous commit of <code>bbc643cd</code> (i.e. <code>bbc643cd~</code>).</p>
<p>In the default editor, modify <code>pick</code> to <code>edit</code> in the line mentioning <code>bbc643cd</code>.</p>
<p>Save the file and exit. git will interpret and automatically execute the commands in the file. You will find yourself in the previous situation in which you just had created commit <code>bbc643cd</code>.</p>
<p>At this point, <code>bbc643cd</code> is your last commit and you can <a href=""https://www.atlassian.com/git/tutorials/rewriting-history#git-commit--amend"" rel=""noreferrer"">easily amend it</a>. Make your changes and then commit them with the command:</p>
<pre class=""lang-bash prettyprint-override""><code>git commit --all --amend --no-edit
</code></pre>
<p>After that, return back to the previous HEAD commit using:</p>
<pre class=""lang-bash prettyprint-override""><code>git rebase --continue
</code></pre>
<p><strong>WARNING</strong>: Note that this will change the SHA-1 of that commit <strong>as well as all children</strong> -- in other words, this rewrites the history from that point forward. <a href=""https://stackoverflow.com/a/3926832/1269037"">You can break repos doing this</a> if you push using the command <code>git push --force</code>.</p>
"
"3042437","How can I change the commit author for a single commit?","<p>I want to change the author of one specific commit in the history. It's not the latest commit.</p>
<p><strong>Related:</strong> <a href=""https://stackoverflow.com/questions/750172/how-do-i-change-the-author-of-a-commit-in-git"">How do I change the author and committer name/email for multiple commits?</a></p>
","<git><git-commit>","3042512","<p>Interactive rebase off of a point earlier in the history than the commit you need to modify (<code>git rebase -i &lt;earliercommit&gt;</code>). In the list of commits being rebased, change the text from <code>pick</code> to <code>edit</code> next to the hash of the one you want to modify. Then when git prompts you to change the commit, use this:</p>

<pre><code>git commit --amend --author=""Author Name &lt;email@address.com&gt;"" --no-edit
</code></pre>

<hr>

<p>For example, if your commit history is <code>A-B-C-D-E-F</code> with <code>F</code> as <code>HEAD</code>, and you want to change the author of <code>C</code> and <code>D</code>, then you would...</p>

<ol>
<li>Specify <code>git rebase -i B</code> (<a href=""https://help.github.com/articles/about-git-rebase/#an-example-of-using-git-rebase"" rel=""noreferrer"">here is an example of what you will see after executing the <code>git rebase -i B</code> command</a>)

<ul>
<li>if you need to edit <code>A</code>, use <code>git rebase -i --root</code></li>
</ul></li>
<li>Change the lines for both <code>C</code> and <code>D</code> from <code>pick</code> to <code>edit</code></li>
<li>Exit the editor (for vim, this would be pressing Esc and then typing <code>:wq</code>).</li>
<li>Once the rebase started, it would first pause at <code>C</code></li>
<li>You would <code>git commit --amend --author=""Author Name &lt;email@address.com&gt;""</code></li>
<li>Then <code>git rebase --continue</code></li>
<li>It would pause again at <code>D</code></li>
<li>Then you would <code>git commit --amend --author=""Author Name &lt;email@address.com&gt;""</code> again</li>
<li><code>git rebase --continue</code></li>
<li>The rebase would complete.</li>
<li>Use <code>git push -f</code> to update your origin with the updated commits.</li>
</ol>
"
"953481","How do I find and restore a deleted file in a Git repository?","<p>Say I'm in a Git repository. I delete a file and commit that change. I continue working and make some more commits. Then, I discover that I need to restore that file after deleting it.</p>
<p>I know I can checkout a file using <code>git checkout &lt;commit&gt; -- filename.txt</code>, but I don't know when that file was deleted.</p>
<ol>
<li>How do I find the commit that deleted a given filename?</li>
<li>How do I restore that file back into my working copy?</li>
</ol>
","<git><file-io><git-checkout>","1113140","<p>Find the last commit that affected the given path. As the file isn't in the HEAD commit, that previous commit must have deleted it.</p>

<pre class=""lang-bash prettyprint-override""><code>git rev-list -n 1 HEAD -- &lt;file_path&gt;
</code></pre>
<p>Then checkout the version at the commit before, using the caret (<code>^</code>) symbol:</p>
<pre class=""lang-bash prettyprint-override""><code>git checkout &lt;deleting_commit&gt;^ -- &lt;file_path&gt;
</code></pre>
<p>Or in one command, if <code>$file</code> is the file in question.</p>
<pre class=""lang-bash prettyprint-override""><code>git checkout $(git rev-list -n 1 HEAD -- &quot;$file&quot;)^ -- &quot;$file&quot;
</code></pre>
<hr />
<p>If you are using zsh and have the EXTENDED_GLOB option enabled, the caret symbol won't work. You can use <code>~1</code> instead.</p>
<pre class=""lang-bash prettyprint-override""><code>git checkout $(git rev-list -n 1 HEAD -- &quot;$file&quot;)~1 -- &quot;$file&quot;
</code></pre>
"
"818255","What does "" 2>&1 "" mean?","<p>To combine <code>stderr</code> and <code>stdout</code> into the <code>stdout</code> stream, we append this to a command:</p>
<pre><code>2&gt;&amp;1
</code></pre>
<p>For example, the following command shows the first few errors from compiling <code>main.cpp</code>:</p>
<pre><code>g++ main.cpp 2&gt;&amp;1 | head
</code></pre>
<p>But what does <code>2&gt;&amp;1</code> mean?</p>
","<bash><shell><unix>","818284","<p>File descriptor 1 is the standard output (<code>stdout</code>).<br>
File descriptor 2 is the standard error (<code>stderr</code>).</p>
<p>At first, <code>2&gt;1</code> may look like a good way to redirect <code>stderr</code> to <code>stdout</code>. However, it will actually be interpreted as &quot;redirect <code>stderr</code> to a file named <code>1</code>&quot;.</p>
<p><code>&amp;</code> indicates that what follows and precedes is a <em>file descriptor</em>, and not a filename. Thus, we use <code>2&gt;&amp;1</code>. Consider <code>&gt;&amp;</code> to be a redirect merger operator.</p>
"
"9537392","`git fetch` a remote branch","<p>The remote repository contains various branches such as <code>origin/daves_branch</code>:</p>
<pre><code>$ git branch -r
origin/HEAD -&gt; origin/master
origin/daves_branch
origin/master
</code></pre>
<p>How do I switch to <code>daves_branch</code> in the local repository so that it tracks <code>origin/daves_branch</code>?</p>
<p>I tried:</p>
<pre><code>$ git fetch origin daves_branch
$ git checkout daves_branch
</code></pre>
","<git><branch><git-branch><git-fetch>","9537923","<h1>Update: Using Git Switch</h1>
<p>All of the information written below was accurate, but a new command, <a href=""https://git-scm.com/docs/git-switch"" rel=""noreferrer""><code>git switch</code></a> has been added that simplifies the effort.</p>
<p>If <code>daves_branch</code> exists on the remote repository, but not on your local branch, you can simply type:</p>
<pre class=""lang-sh prettyprint-override""><code>git switch daves_branch
</code></pre>
<p>Since you do not have the branch locally, this will automatically make <code>switch</code> look on the remote repo.  It will then also automatically set up remote branch tracking.</p>
<p>Note that if <code>daves_branch</code> doesn't exist locally you'll need to <code>git fetch</code> first before using <code>switch</code>.</p>
<hr />
<h1>Original Post</h1>
<p>You need to create a local branch that tracks a remote branch. The following command will create a local branch named <strong>daves_branch</strong>, tracking the remote branch <strong>origin/daves_branch</strong>. When you push your changes the remote branch will be updated.</p>
<p>For most recent versions of Git:</p>
<pre><code>git checkout --track origin/daves_branch
</code></pre>
<p><code>--track</code> is shorthand for <code>git checkout -b [branch] [remotename]/[branch]</code> where [remotename] is <strong>origin</strong> in this case and [branch] is twice the same, <strong>daves_branch</strong> in this case.</p>
<p>For Git 1.5.6.5 you needed this:</p>
<pre><code>git checkout --track -b daves_branch origin/daves_branch
</code></pre>
<p>For Git 1.7.2.3 and higher, this is enough (it might have started earlier, but this is the earliest confirmation I could find quickly):</p>
<pre><code>git checkout daves_branch
</code></pre>
<p>Note that with recent Git versions, this command will not create a local branch and will put you in a 'detached HEAD' state. If you want a local branch, use the <code>--track</code> option.</p>
<p>Full details are here: <em><a href=""https://git-scm.com/book/en/v2/Git-Branching-Remote-Branches#_tracking_branches"" rel=""noreferrer"">3.5 Git Branching - Remote Branches, Tracking Branches</a></em></p>
"
